La Lounére,La Lounére,
La Louviere,La Louviere,Q211572
Laag Nieuwkoop,Laag Nieuwkoop,
Laamslag,Laamslag,
Laaren,Laaren,
Laeken,Laeken,Q730506
Laeken ,Laeken ,Q730506
Lage Zwaluwe,Lage Zwaluwe,Q1860908
'L meer gem. Schoterland,Landsmeer,Q9942
Landsmeer,Landsmeer,Q9942
Landstuhl Pfalz,Landstuhl Pfalz,
Langbroek,Langbroek,Q3030117
Lange Niese,Lange Niese,
Lange Ruige Weide,Lange Ruige Weide,Q2134122
Lange Ruigeweide,Lange Ruigeweide,
Lange-Ruigeweide,Lange-Ruigeweide,
Langebroek,Langebroek,
Langeraar gem. ter Aar,Langeraar gem. ter Aar,
Langerak,Langerak,Q399193
Langerak Z H,Langerak Z H,
Langeruigeweide,Langeruigeweide,
Langezwaag,Langezwaag,Q2686566
Laren,Laren,Q234625
LAren,LAren,Q234625
Laren ,Laren ,Q234625
Laren (N.H.),Laren (N.H.),
Laren N.H.,Laren N.H.,
Laren NH.,Laren NH.,
Lasterop,Lasterop,
Laudenbach,Laudenbach,Q360530
Lauingen (Beieren),Lauingen (Beieren),
Laurensberg (duitschl),Laurensberg (duitschl),
Lebbeeke,Lebbeeke,
Lebbeke,Lebbeke,Q504653
Lede,Lede,Q1811508
Ledeberg,Ledeberg,Q2802143
Leeds (E),Leeds (E),
Leek,Leek,Q1807269
Leens,Leens,Q2377601
Leerbroek,Leerbroek,Q1001658
Leerdam,Leerdam,Q388575
Leersum,Leersum,Q81177
Leeuwaden,Leeuwaden,
Leeuwarden,Leeuwarden,Q25390
Leeuwarderadeel,Leeuwarderadeel,Q778989
Leeuwaredn,Leeuwaredn,
Leeuwarrden,Leeuwarrden,
Leeuwen,Leeuwen,Q3228997
Leiden,Leiden,Q43631
Leiden ,Leiden ,Q43631
Leiden / Kampen,Leiden / Kampen,
Leiderdorp,Leiderdorp,Q1000817
Leidern,Leidern,
Leidne,Leidne,
Leijebroek,Leijebroek,
Leimuiden,Leimuiden,Q1019099
Leipzig,Leipzig,Q2079
Lekkerkerk,Lekkerkerk,Q3143983
Lekkum gem. Leeuwarderadeel,Lekkum gem. Leeuwarderadeel,
Leksmond,Leksmond,
Lellens,Lellens,
Lemmer,Lemmer,Q144091
Lemsterland,Lemsterland,Q840628
Lens,Lens,Q768575
Lens ,Lens ,Q768575
Leur,Leur,Q1821607
Leusden,Leusden,Q10046
LEusden,LEusden,Q10046
Leusden Leushoek,Leusden Leushoek,
Leusen,Leusen,
Leussen,Leussen,
Leuven,Leuven,Q118958
Leuze,Leuze,Q405277
Lexmond,Lexmond,Q3026650
Libbeeke,Libbeeke,
Lichaert,Lichaert,
Lichtaert,Lichtaert,
Lichtenvoorde,Lichtenvoorde,Q684984
Liedekerke,Liedekerke,Q818621
Liege,Liege,Q3992
Liège,Liège,Q3992
Liemde bij Tiel,Liemde bij Tiel,
Liende,Liende,
Liende bij Tiel,Liende bij Tiel,
Lienden,Lienden,Q1862874
Lier,Lier,Q256007
Lier (B.),Lier (B.),
Lingen,Lingen,Q4185
Linne,Linne,Q787154
Linnische Kr. Juelich,Linnische Kr. Juelich,
Linschoten,Linschoten,Q254199
Linschoten ,Linschoten ,Q254199
Lisse,Lisse,Q332730
Lith,Lith,Q2676695
Lobit Capelle,Lobit Capelle,
Lobith,Lobith,Q3110427
Lochem,Lochem,Q932058
Lodz Polen,Lodz Polen,
Loenen,Loenen,Q1020444
Loenen a/d Vecht,Loenen a/d Vecht,
Loenen a/d Vecht bij Amsterdam,Loenen a/d Vecht bij Amsterdam,
Loenen Vreeland,Loenen Vreeland,
Loenersloot,Loenersloot,Q2260310
Lohren (Duitschl),Lohren (Duitschl),
Lokeren,Lokeren,Q12910
Lokeren bij Gent,Lokeren bij Gent,
Londen,Londen,Q265957
Londen (E),Londen (E),
Lonneker,Lonneker,Q2490294
Lonneker (O),Lonneker (O),
Loon op 't Zand,Loon op 't Zand,
Loon op Zand,Loon op Zand,Q9850
Loon-op-Zand,Loon-op-Zand,
Loosdrecht,Loosdrecht,Q93485
Loosdrecht ,Loosdrecht ,Q93485
Loosdrecht-Oudever,Loosdrecht-Oudever,
Loosdrechyt,Loosdrechyt,
Loosdrect,Loosdrect,
Loosduinen,Loosduinen,Q994533
Lopik,Lopik,Q10047
Lopik (Schoonhoven),Lopik (Schoonhoven),
Lopik-Capelle,Lopik-Capelle,
Lopikker Kapel,Lopikker Kapel,
Lopk,Lopk,
los arbeider,los arbeider,
los werkman,los werkman,
Los werkman,Los werkman,
Losser,Losser,Q10015
Losser (O),Losser (O),
Lotz (Polen),Lotz (Polen),
Lowek (Polen),Lowek (Polen),
Lübeck,Lübeck,Q2843
Luik,Luik,Q21492099
Luinge bij Kortrijk in België,Luinge bij Kortrijk in België,
Luith (D.),Luith (D.),
Lunjeberd,Lunjeberd,
Lunschoten,Lunschoten,
Lunteren,Lunteren,Q1907164
Luthewierum,Luthewierum,
Lutjebroek,Lutjebroek,Q2329996
Lutkewierum,Lutkewierum,Q385124
Lutzewierum,Lutzewierum,
Luxemburg,Luxemburg,Q32
Lyon  Frankrijk,Lyon  Frankrijk,
M. Gladbach,M. Gladbach,
M@nschen L@bach,M@nschen L@bach,
Maagdenburg,Maagdenburg,Q1733
Maarhees en Overloon,Maarhees en Overloon,
Maarn,Maarn,Q1616311
Maarn Maarsbergen,Maarn Maarsbergen,
Maarse,Maarse,
Maarsen,Maarsen,
Maarseveen,Maarseveen,
Maarssen,Maarssen,Q932008
Maarsseveeen,Maarsseveeen,
Maarsseveen,Maarsseveen,Q2417345
Maarsveen,Maarsveen,
Maartensdijk,Maartensdijk,Q2179687
maartensdijk,maartensdijk,Q2179687
Maas@,Maas@,
Maasbommel,Maasbommel,Q2986737
Maasbracht,Maasbracht,Q1615373
Maasbree,Maasbree,Q927936
Maasdam,Maasdam,Q2124272
Maasland,Maasland,Q1055703
Maasniel,Maasniel,Q2333473
Maassluis,Maassluis,Q497130
Maasteicht,Maasteicht,
Maastricht,Maastricht,Q1309
Maasveen,Maasveen,
Made,Made,Q410840
Made en Drimmelen,Made en Drimmelen,Q2482970
Magdenburg,Magdenburg,
Mahlwinkel Kreis Wolmirstedt bei Magdeburg,Mahlwinkel Kreis Wolmirstedt bei Magdeburg,
Makkum,Makkum,Q1219027
Maldeghem,Maldeghem,Q12896
Malden,Malden,Q255579
Malonne,Malonne,Q2189182
Mander Tubbergen,Mander Tubbergen,
Mannheim,Mannheim,Q2119
Mantgum,Mantgum,Q2276913
Marchienne au Pont,Marchienne au Pont,
Marcinelle,Marcinelle,Q785440
Markelo,Markelo,Q852674
Marken,Marken,Q301415
Marn,Marn,
Marrum,Marrum,Q2304407
Marrum gem. Ferwerderadeel,Marrum gem. Ferwerderadeel,
Marssum,Marssum,Q2527568
Maurik,Maurik,Q2453631
Maurikl,Maurikl,
Mechelen,Mechelen,Q162022
Mechelen (België),Mechelen (België),
Medemblik,Medemblik,Q9947
Meden,Meden,Q1916085
Medum,Medum,
Meenen,Meenen,Q213224
Meerendre,Meerendre,
Meerkerk,Meerkerk,Q2774284
Meerle,Meerle,Q2784719
Meerlo,Meerlo,Q2672250
Meern,Meern,
Meersen,Meersen,
Meerssen,Meerssen,Q9772
Meesterknecht,Meesterknecht,
Meeteren,Meeteren,
Megen Haren en Macharen,Megen Haren en Macharen,
Meijel,Meijel,Q1007185
Meire,Meire,Q58409213
Meldert,Meldert,Q1218755
Melick en Herkenbosch,Melick en Herkenbosch,Q2844714
Melisant,Melisant,
Meliskerke,Meliskerke,Q2157654
Melslawier,Melslawier,
Menaldum,Menaldum,Q2246377
Menaldumadeel,Menaldumadeel,Q475366
Meppel,Meppel,Q60425
Meppl,Meppl,
Merchem (B),Merchem (B),
Merkelbeek,Merkelbeek,Q3030556
Merken bij Dinmuiden,Merken bij Dinmuiden,
Merxem,Merxem,Q2543761
Merxem (B.),Merxem (B.),
Mestlawar,Mestlawar,
metselaar,metselaar,
metselaar thans soldaar,metselaar thans soldaar,
Metslawier,Metslawier,Q929981
Meulenbeek,Meulenbeek,
Middelbert gem. Noordwijk,Middelbert gem. Noordwijk,
Middelburg,Middelburg,Q411598
Middelharnis,Middelharnis,Q848898
Middelie,Middelie,Q959243
Midelburg,Midelburg,
Midwolda,Midwolda,Q1879065
Midwolde,Midwolde,
Mierlo,Mierlo,Q1614337
Mijdrec ht,Mijdrec ht,
Mijdrecht,Mijdrecht,Q666498
mijnwerker nu @ soldt.,mijnwerker nu @ soldt.,
mil soldaat,mil soldaat,
milicien soldaat (steendrukker),milicien soldaat (steendrukker),
Milissant,Milissant,
Militair wielrijder,Militair wielrijder,
Mill en St Hubert,Mill en St Hubert,
Mill en St. Hubert,Mill en St. Hubert,
Millingen,Millingen,Q30315330
Minnerstga,Minnerstga,
Minnertsga,Minnertsga,Q2634202
Mittmarsum (Duitschl),Mittmarsum (Duitschl),
Moddergat,Moddergat,Q2135562
Moddergat West Dongeradeel,Moddergat West Dongeradeel,
Molenbeek,Molenbeek,Q180775
Molenbeek St. Jean,Molenbeek St. Jean,
Molenbeeke,Molenbeeke,
Monnickendam,Monnickendam,Q81276
Monnikebeeren,Monnikebeeren,
Monnikendam,Monnikendam,Q81276
Monnikkendam,Monnikkendam,
Mons,Mons,Q83407
Monster,Monster,Q276453
Mont-sur-Marchienne,Mont-sur-Marchienne,Q843323
Montfoort,Montfoort,Q10048
Moordrecht,Moordrecht,Q1019303
`Morra,Morra,Q358462
Morsniel,Morsniel,
Mortsel,Mortsel,Q688781
Mourik,Mourik,
Mourik bij Tiel,Mourik bij Tiel,
Muhlheim am Ruhr,Muhlheim am Ruhr,
Muiden,Muiden,Q9948
Muiderberg,Muiderberg,Q1807382
Mülheim,Mülheim,Q2899
Munchen Gladbach,Munchen Gladbach,
Munnikebeeren,Munnikebeeren,
Munnikeburen,Munnikeburen,
Munnikeburen gem. Westellingwerf,Munnikeburen gem. Westellingwerf,
Munster,Munster,Q131438
Munster (Dld),Munster (Dld),
Münster (Duitsland),Münster (Duitsland),
Munster (Westphalen),Munster (Westphalen),
Munster Geleen,Munster Geleen,
Munster-Geleen,Munster-Geleen,
Munstergeleen,Munstergeleen,Q769641
Muntendam,Muntendam,Q2239824
Murmerwoude,Murmerwoude,Q2272796
N. Pekela,N. Pekela,
N.Pekela,N.Pekela,
Naaldwijk,Naaldwijk,Q1613459
Naarden,Naarden,Q9949
Namen,Namen,Q134121
Namuur,Namuur,
Natturn,Natturn,
Neder-Asselt,Neder-Asselt,
Nederhemert,Nederhemert,Q2677372
Nederhorst den Berg,Nederhorst den Berg,Q1615344
Nederhorst ten Berg,Nederhorst ten Berg,
Nederhorst-den Berg,Nederhorst-den Berg,
Nederweert,Nederweert,Q9789
Neede,Neede,Q1350047
Neer Langbroek,Neer Langbroek,
Neer-Langbroek,Neer-Langbroek,
Neerlangbroek,Neerlangbroek,
Neerlanghoek,Neerlanghoek,
Nehrort,Nehrort,
Neiuwkoop,Neiuwkoop,
nelsbergen,nelsbergen,
Nes,Nes,Q295184
Nes (Utingeradeel),Nes (Utingeradeel),
Nes (Westdongeradeel),Nes (Westdongeradeel),
Nes bij dokkum,Nes bij dokkum,
Nes gem Westdongeradeel,Nes gem Westdongeradeel,
Nes gem. Westdongeradeel,Nes gem. Westdongeradeel,
"Nes, gem. Westdongeradeel","Nes, gem. Westdongeradeel",
Netten Dld,Netten Dld,
Neukirchen,Neukirchen,Q510083
Neuss. Duitschl.,Neuss. Duitschl.,
Nibbixwoud,Nibbixwoud,Q2690283
Niebergewald gemeente Bergen,Niebergewald gemeente Bergen,
Niebert (gem. Marum),Niebert (gem. Marum),
Niebert (Gron.),Niebert (Gron.),
Niederbreissig,Niederbreissig,
Niekerk,Niekerk,Q363983
niet vermeld,niet vermeld,
Niet vermeld,Niet vermeld,
Nieuw Amsterdam,Nieuw Amsterdam,Q399069
Nieuw Amsterdam (Emmen),Nieuw Amsterdam (Emmen),
Nieuw Harske gem. Joure,Nieuw Harske gem. Joure,
Nieuw Koop,Nieuw Koop,
Nieuw Lekkerland,Nieuw Lekkerland,Q846242
Nieuw Leusen,Nieuw Leusen,
Nieuw Niedorp,Nieuw Niedorp,
Nieuw Pekela,Nieuw Pekela,
Nieuw Pekelaar,Nieuw Pekelaar,
Nieuw Vosmeer,Nieuw Vosmeer,
Nieuw Vosmerr,Nieuw Vosmerr,
Nieuw Vossemeer,Nieuw Vossemeer,
Nieuw-Dordrecht,Nieuw-Dordrecht,Q3030491
Nieuw-Hellevoet,Nieuw-Hellevoet,
Nieuw-Helvoet,Nieuw-Helvoet,Q2251672
Nieuw-Schoonebeek,Nieuw-Schoonebeek,Q1874707
Nieuw-Vosmeer,Nieuw-Vosmeer,
Nieuwe Amstel,Nieuwe Amstel,
Nieuwe Pekela,Nieuwe Pekela,Q2900922
Nieuwe Schans,Nieuwe Schans,
Nieuwe Schoot gem. Schoterland,Nieuwe Schoot gem. Schoterland,
Nieuwe Tonge,Nieuwe Tonge,Q2542331
Nieuwe Vosmeel,Nieuwe Vosmeel,
Nieuwe Vosmeer,Nieuwe Vosmeer,
Nieuwediep,Nieuwediep,Q2378984
Nieuwendam,Nieuwendam,Q2234321
Nieuwenhage,Nieuwenhage,
Nieuwenhagen,Nieuwenhagen,Q1856446
Nieuwenhoorn,Nieuwenhoorn,Q2060530
Nieuwenhoven,Nieuwenhoven,
Nieuwer Amstel,Nieuwer Amstel,
Nieuwer amstel,Nieuwer amstel,
Nieuwer Amster,Nieuwer Amster,
Nieuwer Sluis,Nieuwer Sluis,
Nieuwer- Amstel,Nieuwer- Amstel,
Nieuwer-Amstel,Nieuwer-Amstel,Q9898
Nieuwer-amstel ,Nieuwer-amstel ,
Nieuweramstel,Nieuweramstel,Q9898
Nieuwerbrug,Nieuwerbrug,Q587436
Nieuwerdam,Nieuwerdam,
Nieuwerkerk a/d IJssel,Nieuwerkerk a/d IJssel,
Nieuweroord,Nieuweroord,
Nieuweschans,Nieuweschans,Q1890680
Nieuweveen,Nieuweveen,Q3341327
Nieuwkoop,Nieuwkoop,Q948866
NIeuwkoop,NIeuwkoop,Q948866
Nieuwkuijk,Nieuwkuijk,Q2376492
Nieuwleusen,Nieuwleusen,Q494301
Nieuwolda,Nieuwolda,Q2483664
Nieuwpoort,Nieuwpoort,Q387303
Nieuwstad,Nieuwstad,
Nieuwveen,Nieuwveen,Q2177358
Niewediep,Niewediep,
Niezijl,Niezijl,
Nigtevecht,Nigtevecht,Q3117041
Nije Haske,Nije Haske,
Nije Haske Schoterland,Nije Haske Schoterland,
Nije Kaske,Nije Kaske,
Nijega,Nijega,Q3029813
Nijehaske,Nijehaske,Q2008652
Nijenhaske,Nijenhaske,
Nijeveen,Nijeveen,Q3027818
Nijker,Nijker,
Nijkerk,Nijkerk,Q73226
NIjkerk,NIjkerk,Q73226
Nijkerk ,Nijkerk ,Q73226
Nijkerk Fr.,Nijkerk Fr.,
Nijkerk Friesl.,Nijkerk Friesl.,
Nijkerk Friesland,Nijkerk Friesland,
Nijkerken,Nijkerken,
Nijkerkerveen,Nijkerkerveen,Q3056786
Nijland gem. Wijmbritseradeel,Nijland gem. Wijmbritseradeel,
Nijmegen,Nijmegen,Q47887
Nijveveen,Nijveveen,
Nisse,Nisse,Q402073
Nistelrode,Nistelrode,Q2218972
Nistelroe,Nistelroe,
Niuewkoop,Niuewkoop,
No@@@@@@ (D),No@@@@@@ (D),
Nooddorp,Nooddorp,Q2717378
Nooddorp (Z.H.),Nooddorp (Z.H.),
Noord Barge,Noord Barge,
Noord Scharwoude,Noord Scharwoude,
Noord-Barge,Noord-Barge,
Noord-Wolde,Noord-Wolde,
Noordbroek,Noordbroek,Q1924750
Noorddijk,Noorddijk,Q1218245
Noorden gem. Nieuwkoop,Noorden gem. Nieuwkoop,
Noorden Nieuwkoop,Noorden Nieuwkoop,
Noordijk,Noordijk,Q1856840
Noordijk (G),Noordijk (G),
Noordijk Gr.,Noordijk Gr.,
Noordschermer,Noordschermer,
Noordwijk,Noordwijk,Q455464
Noordwijk (Gr.),Noordwijk (Gr.),
Noordwijkerhout,Noordwijkerhout,Q848988
Noordwolde,Noordwolde,Q1221128
Noordwolde gem. Bedum,Noordwolde gem. Bedum,
Noordwolde gem. Weststellingwerf,Noordwolde gem. Weststellingwerf,
Nootdorp,Nootdorp,Q1615172
Norg,Norg,Q934932
Norg (D.),Norg (D.),
Nothulum D,Nothulum D,
Nott@@@@@ Duitschl,Nott@@@@@ Duitschl,
Nottullen (Westphalen),Nottullen (Westphalen),
Nuland,Nuland,Q2112786
Numansdorp,Numansdorp,Q518691
Nunen,Nunen,
Nunspeet,Nunspeet,Q931997
Nunspeet gem. Ermelo,Nunspeet gem. Ermelo,
Nutter  (Denekamp),Nutter  (Denekamp),
O.L. Vrouwenparochie,O.L. Vrouwenparochie,
Obbicht en Papenhoven,Obbicht en Papenhoven,Q2647473
Obdam,Obdam,Q649748
Oberhausen (D),Oberhausen (D),
Oberhausen (Duitsland),Oberhausen (Duitsland),
Oberslesien,Oberslesien,
Ochtrop,Ochtrop,
Ochtrop (D),Ochtrop (D),
Ochtrop (Dld),Ochtrop (Dld),
Odijk,Odijk,Q2124349
Odoorn,Odoorn,Q2694139
Odoorn (Dr),Odoorn (Dr),
Oefelt,Oefelt,
Oeffelt,Oeffelt,Q2656060
Oegstgeest,Oegstgeest,Q94747
Oerlo Venraij (L),Oerlo Venraij (L),
Oesedie bij Osnabruck,Oesedie bij Osnabruck,
Oesedie D,Oesedie D,
Oesedie D.,Oesedie D.,
Ofende gem Grootegast,Ofende gem Grootegast,
Offringawier,Offringawier,
Oirschot,Oirschot,Q9856
Oisterwijk,Oisterwijk,Q9857
Oldeberkoop,Oldeberkoop,Q2634690
Oldeboom,Oldeboom,
Oldeboorn,Oldeboorn,Q1982962
Oldeboorn gem Utingeradeel,Oldeboorn gem Utingeradeel,
Oldebroek,Oldebroek,Q932042
Oldemark,Oldemark,
Oldemarkt,Oldemarkt,Q3117018
Oldenboorn,Oldenboorn,
Oldenbroek,Oldenbroek,
Oldenmarkt,Oldenmarkt,
Oldenzaal,Oldenzaal,Q10016
Oledbroek,Oledbroek,
Olm,Olm,Q15856
Olne,Olne,Q710358
Olst,Olst,Q3032495
Olterterp Gem. Opsterland,Olterterp Gem. Opsterland,
Ommen,Ommen,Q10018
Ommen ,Ommen ,Q10018
Onderdendam,Onderdendam,Q2493148
Onna  Steenwijkerwold,Onna  Steenwijkerwold,
Onstwedde,Onstwedde,Q2382045
Onstwedde Stadskanaal,Onstwedde Stadskanaal,
Ooltgensplaat,Ooltgensplaat,Q2249199
Oost @ressel,Oost @ressel,
Oost Dongeradeel,Oost Dongeradeel,
Oost kapelle,Oost kapelle,
oost Kapelle,oost Kapelle,
Oost Stellingwerf,Oost Stellingwerf,
Oost Stellingwerg,Oost Stellingwerg,
Oost- en West-Souburg,Oost- en West-Souburg,Q2463135
Oost-kapelle,Oost-kapelle,
Oost@@lde,Oost@@lde,
Oostburg,Oostburg,Q1615032
Oostdingeradeel,Oostdingeradeel,
Oostdongeradeel,Oostdongeradeel,Q851299
"Oostende, VLaanderen","Oostende, VLaanderen",
Oosterbeek,Oosterbeek,Q2218481
Oosterblokker,Oosterblokker,
Oosterhout,Oosterhout,Q9858
Oosterlittens,Oosterlittens,Q1836212
Oostermeer,Oostermeer,Q1278114
Oosterwierum,Oosterwierum,Q2084656
Oosterwijk,Oosterwijk,
Oosterwold,Oosterwold,
Oosterwolde,Oosterwolde,Q399229
Oosterwolde Geld.,Oosterwolde Geld.,
Oosterwolde Gem. Ooststellingwerf,Oosterwolde Gem. Ooststellingwerf,
Oosterzee,Oosterzee,Q3182740
Ooststelingwerf,Ooststelingwerf,
Ooststellingwerf,Ooststellingwerf,Q259205
Oostvoorne,Oostvoorne,Q2738927
Oostwold (gem Leek),Oostwold (gem Leek),
Oostwold (gem. Leek),Oostwold (gem. Leek),
Oostwold (gem. Luk.),Oostwold (gem. Luk.),
Oostwolde,Oostwolde,
Oostwolde (gem. Leek),Oostwolde (gem. Leek),
Oostzaan,Oostzaan,Q9951
Ootigen,Ootigen,
Ootmarssum,Ootmarssum,
Ootmarsum,Ootmarsum,Q1615365
Opeinde,Opeinde,Q3030193
Ophemert,Ophemert,Q3110411
Opheusden,Opheusden,Q3183256
Opmeer,Opmeer,Q9952
opmeer,opmeer,Q9952
Opperdoes,Opperdoes,Q3354353
Opstade bij Aalst Oost-Vlaanderen,Opstade bij Aalst Oost-Vlaanderen,
Opsterland,Opsterland,Q840632
Oranjewoud Gem. Schoterland,Oranjewoud Gem. Schoterland,
orgelmaker,orgelmaker,
Osberg Kreis Brilon prov. Westfalen,Osberg Kreis Brilon prov. Westfalen,
Osch,Osch,Q47918154
Osdorp,Osdorp,Q1003585
Osende gem. Groote Gast,Osende gem. Groote Gast,
Osnabruck,Osnabruck,Q2916
Osnabrück,Osnabrück,Q2916
Osnabrueck,Osnabrueck,Q2916
Oss,Oss,Q9859
Oss ,Oss ,Q9859
Oss (N.Brab.),Oss (N.Brab.),
Oss.,Oss.,
Ossendrecht,Ossendrecht,Q579722
Ossowo,Ossowo,Q7107542
Ostende,Ostende,Q395906
Oterleek,Oterleek,Q2604194
Otigem,Otigem,
Ottersum,Ottersum,Q2189395
Ottersum L.,Ottersum L.,
Oud Aden,Oud Aden,
Oud Beijerland,Oud Beijerland,
Oud en Nieuw Gastel,Oud en Nieuw Gastel,Q1948557
Oud en nieuw Gastel,Oud en nieuw Gastel,Q1948557
Oud en nieuwe Gastel,Oud en nieuwe Gastel,
Oud Gestel,Oud Gestel,
Oud Karspel,Oud Karspel,
Oud Leusden,Oud Leusden,
Oud Loosdrecht,Oud Loosdrecht,
Oud Vollenhoven,Oud Vollenhoven,
Oud Vossemeer,Oud Vossemeer,
Oud- en N. Gastel,Oud- en N. Gastel,
Oud- en Nieuw Gastel,Oud- en Nieuw Gastel,
Oud- en Nieuw-Gastel,Oud- en Nieuw-Gastel,Q1948557
Oud-Beierland,Oud-Beierland,
Oud-Beijerland,Oud-Beijerland,Q795623
Oud-Gastel,Oud-Gastel,
Oud-Leusden,Oud-Leusden,Q2222075
Oud-Loosdrecht,Oud-Loosdrecht,Q2001691
Oud-Vosmeer,Oud-Vosmeer,
Oud-Vossemeer,Oud-Vossemeer,Q984957
Oud-Vroenhoven,Oud-Vroenhoven,Q549029
Ouddorp,Ouddorp,Q21060
Oude Amstel,Oude Amstel,
Oude Biltzijl,Oude Biltzijl,
Oude Mirdum,Oude Mirdum,
Oude Mirdum Gaasterland,Oude Mirdum Gaasterland,
Oude Niedorp,Oude Niedorp,Q2754237
Oude Pekela,Oude Pekela,Q2096106
Oude Peklea,Oude Peklea,
Oude Tonge,Oude Tonge,Q2496189
Oude Vallaat,Oude Vallaat,
Oude Volplaat,Oude Volplaat,
Oude water,Oude water,
Oude-Amstel,Oude-Amstel,
Oude-Niedorp,Oude-Niedorp,Q2754237
Oude-Pekela,Oude-Pekela,
Oudega,Oudega,Q411184
Oudehorne,Oudehorne,Q2719405
Oudemirdum,Oudemirdum,Q2138390
Ouden Bosch,Ouden Bosch,
Oudenbiosch,Oudenbiosch,
Oudenbosch,Oudenbosch,Q2701706
Oudenhorna,Oudenhorna,
Oude@rijn,Oudenrijn,Q629542
Oudenrijn,Oudenrijn,Q629542
Ouder Amstel,Ouder Amstel,
Ouder Mirdum,Ouder Mirdum,
Ouder- Amstel,Ouder- Amstel,
Ouder-Amstel,Ouder-Amstel,Q9953
Ouder@@@@,Ouder@@@@,
Ouderamstel,Ouderamstel,Q9953
Ouderbosch,Ouderbosch,
Ouderkerk a/d Amstel,Ouderkerk a/d Amstel,Q282729
Ouderkerk a/d Amstel gem Ouder-Amstel,Ouderkerk a/d Amstel gem Ouder-Amstel,
Ouderkerk a/d. Amstel,Ouderkerk a/d. Amstel,
Ouderwater,Ouderwater,
Oudeschool,Oudeschool,
Oudeschool gem. Schoterland,Oudeschool gem. Schoterland,
Oudewater,Oudewater,Q10051
Oudkarspel,Oudkarspel,Q2427079
Oudover (gem. Loosdrecht),Oudover (gem. Loosdrecht),
Oudshoorn,Oudshoorn,Q2255998
Outighem (België),Outighem (België),
Over Langbroek,Over Langbroek,
Overdinkel,Overdinkel,Q918721
Overeest,Overeest,
Overhasselt,Overhasselt,
Overijssche,Overijssche,
Overlangbroek,Overlangbroek,Q2579504
Overloon,Overloon,Q337385
Overpelt (België),Overpelt (België),
Overschie,Overschie,Q2389241
overschie,overschie,Q2389241
Overveen,Overveen,Q1847815
Paal,Paal,Q403946
Pankoro,Pankoro,
Pankow,Pankow,Q163012
Pannerden,Pannerden,Q1918938
Papekop,Papekop,Q2401898
Papendrecht,Papendrecht,Q934511
Parijs,Parijs,Q90
Parkendorf G.H.,Parkendorf G.H.,
Parkendorf O.H,Parkendorf O.H,
Parkendorf O.H.,Parkendorf O.H.,
Parkendorp,Parkendorp,
Paterswolde,Paterswolde,Q939394
Peize,Peize,Q1985729
Perkendorf (Oostenrijk),Perkendorf (Oostenrijk),
"Perkensdorff, Oostenrijk","Perkensdorff, Oostenrijk",
Perkersdorf (Oostenrijk) ,Perkersdorf (Oostenrijk) ,
Pernis,Pernis,Q4120721
Pervez Brabant,Pervez Brabant,
Petroria,Petroria,
Petten,Petten,Q446232
Pijacker,Pijacker,
Pijnacker,Pijnacker,Q968044
Pingjum,Pingjum,Q2795184
Plankento@@ (Z.Am),Plankento@@ (Z.Am),
Plankentoren N. Amerika,Plankentoren N. Amerika,
Poederlee,Poederlee,
Poederoijen,Poederoijen,Q610909
Polder,Polder,Q106259
Polder gem. Muntendam,Polder gem. Muntendam,
Polsbroek,Polsbroek,Q927612
Polsbroekerdam (Polsbroek),Polsbroekerdam (Polsbroek),
Poortugaal,Poortugaal,Q3025882
Poortvliet,Poortvliet,Q3183251
Popel,Popel,Q56540311
Poperinghe (België),Poperinghe (België),
Poppel,Poppel,Q1546377
Posen in Polen,Posen in Polen,
Presburg (H),Presburg (H),
Pretoria,Pretoria,Q3926
Princehae\ge,Princehae\ge,
Princenhage,Princenhage,Q3252438
Prinsenhage,Prinsenhage,Q3252438
Proszisken (O.P),Proszisken (O.P),
Pumschavo,Pumschavo,
Purkendorp,Purkendorp,
Purkensdorf,Purkensdorf,
Purmerend,Purmerend,Q9954
Purmerent,Purmerend,Q9954
Purmerland,Purmerland,Q922758
Putte,Putte,Q929397
Putte (N.Br.),Putte (N.Br.),
Putten,Putten,Q939948
Puttershoek,Puttershoek,Q2677934
Puttershoek.,Puttershoek.,
Quarey,Quarey,
Raalte,Raalte,Q10019
Raamsdonk,Raamsdonk,Q3415830
Raamsdonksveer,Raamsdonksveer,Q3415833
Raamsdonkveer,Raamsdonkveer,Q3415833
Rade (Pruissen),Rade (Pruissen),
Radschen,Radschen,
Raevels (België),Raevels (België),
Ransdorp,Ransdorp,Q2582814
Rasse Bemmel,Rasse Bemmel,
Rath,Rath,Q449934
Raunansant,Raunansant,
Rauwer dehem,Rauwer dehem,
Rauwerda,Rauwerda,
Rauwerdehem,Rauwerdehem,
Rauwerderhem,Rauwerderhem,Q2345504
Ravenstein,Ravenstein,Q405450
Ravenzwaai,Ravenzwaai,
Rdam,Rdam,
Recht D.,Recht D.,
Rede (Pruisesen),Rede (Pruisesen),
Rede (Pruissen),Rede (Pruissen),
Reden,Reden,Q30070367
Redesteeg Gelderland,Redesteeg Gelderland,
Rees,Rees,Q453878
Reeuwijk,Reeuwijk,Q985664
Reeuwijk ,Reeuwijk ,Q985664
Reeuwijk (reeuwijk),Reeuwijk (reeuwijk),
Reine  Duitschland,Reine  Duitschland,
Reine Duitschland,Reine Duitschland,
Rembroek,Rembroek,
Renaix,Renaix,Q268219
